Visit_ID,Flower_ID,Visitor_Group,Hidden_Flower_Context,Hidden_Visit_Mode,Hidden_Visit_Mode_Label,Dwell_Time_s,Entry_Depth,Contact_Fit,Landing_Distance_From_Contact_Zone,Contact_Zone_Closeness,Recurrence_Score,Landing_X,Landing_Y,Capsule_Probability_Synthetic,Capsule_Outcome,Flower_Visitor
4389,61,Bumblebee,mixed,surface_wander,surface wandering visit,6.049,0.121,0.235,0.842,0.0,0.522,-0.454,0.081,0.545,Capsule formed,Flower 61 :: Bumblebee
4390,46,Bumblebee,brief_heavy,brief_visit,brief visit,1.348,0.037,0.213,0.315,0.58,0.599,0.75,-0.382,0.1,No capsule,Flower 46 :: Bumblebee
4391,44,Hoverfly,high_contact,deep_contact,deep contact visit,12.176,0.844,0.872,0.035,0.954,0.814,-0.015,0.199,0.778,Capsule formed,Flower 44 :: Hoverfly
4392,7,Bumblebee,surface_heavy,surface_wander,surface wandering visit,9.32,0.072,0.092,0.501,0.331,0.581,0.081,-0.133,0.17,No capsule,Flower 7 :: Bumblebee
4393,45,Small native bee,mixed,surface_wander,surface wandering visit,5.227,0.305,0.336,0.701,0.065,0.272,-0.016,-0.438,0.422,No capsule,Flower 45 :: Small native bee
4394,32,Hoverfly,brief_heavy,surface_wander,surface wandering visit,7.116,0.09,0.259,0.571,0.238,0.615,-0.006,0.352,0.059,No capsule,Flower 32 :: Hoverfly
4395,82,Small native bee,high_contact,brief_visit,brief visit,1.952,0.283,0.171,0.533,0.29,0.493,0.346,0.142,0.823,Capsule formed,Flower 82 :: Small native bee
4396,68,Small native bee,high_contact,deep_contact,deep contact visit,12.741,0.817,0.871,0.108,0.856,0.663,0.148,0.083,0.799,Capsule formed,Flower 68 :: Small native bee
4397,81,Moth,high_contact,shallow_entry,shallow entry visit,5.668,0.359,0.36,0.32,0.574,0.44,-0.215,0.182,0.856,Capsule formed,Flower 81 :: Moth
4398,58,Small native bee,mixed,shallow_entry,shallow entry visit,6.043,0.451,0.551,0.136,0.818,0.525,0.089,0.146,0.458,No capsule,Flower 58 :: Small native bee
4399,14,Small native bee,surface_heavy,surface_wander,surface wandering visit,9.174,0.154,0.055,0.367,0.511,0.496,-0.171,-0.192,0.151,No capsule,Flower 14 :: Small native bee
4400,18,Hoverfly,high_contact,deep_contact,deep contact visit,12.503,0.87,0.972,0.034,0.955,0.766,-0.01,0.193,0.783,No capsule,Flower 18 :: Hoverfly
4401,11,Hoverfly,brief_heavy,shallow_entry,shallow entry visit,5.888,0.564,0.371,0.194,0.741,0.629,0.038,0.441,0.135,No capsule,Flower 11 :: Hoverfly
4402,9,Hoverfly,high_contact,deep_contact,deep contact visit,13.056,0.84,0.87,0.133,0.822,0.845,0.051,0.081,0.819,No capsule,Flower 9 :: Hoverfly
4403,62,Beetle,mixed,surface_wander,surface wandering visit,13.332,0.255,0.133,0.381,0.492,0.272,-0.534,-0.333,0.488,Capsule formed,Flower 62 :: Beetle
4404,80,Bumblebee,mixed,shallow_entry,shallow entry visit,5.965,0.395,0.303,0.404,0.462,0.66,0.002,-0.18,0.353,No capsule,Flower 80 :: Bumblebee
4405,28,Bumblebee,surface_heavy,surface_wander,surface wandering visit,10.353,0.107,0.337,0.685,0.087,0.564,0.48,-0.271,0.18,No capsule,Flower 28 :: Bumblebee
4406,87,Bumblebee,mixed,brief_visit,brief visit,1.299,0.36,0.094,0.013,0.983,0.668,0.09,0.03,0.497,Capsule formed,Flower 87 :: Bumblebee
4407,2,Beetle,surface_heavy,surface_wander,surface wandering visit,6.696,0.217,0.312,0.482,0.358,0.501,0.103,-0.56,0.136,Capsule formed,Flower 2 :: Beetle
4408,58,Moth,mixed,surface_wander,surface wandering visit,9.709,0.254,0.21,0.473,0.369,0.349,-0.33,0.044,0.458,No capsule,Flower 58 :: Moth
4409,76,Small native bee,mixed,surface_wander,surface wandering visit,6.514,0.149,0.087,0.283,0.622,0.598,-0.51,-0.58,0.379,Capsule formed,Flower 76 :: Small native bee
4410,32,Moth,brief_heavy,shallow_entry,shallow entry visit,6.609,0.577,0.535,0.232,0.691,0.353,-0.131,-0.045,0.059,No capsule,Flower 32 :: Moth
4411,68,Hoverfly,high_contact,deep_contact,deep contact visit,14.736,0.719,0.862,0.021,0.972,0.755,0.104,0.004,0.799,Capsule formed,Flower 68 :: Hoverfly
4412,39,Small native bee,brief_heavy,deep_contact,deep contact visit,10.649,0.941,0.829,0.117,0.844,0.625,0.087,0.262,0.073,No capsule,Flower 39 :: Small native bee
4413,11,Beetle,brief_heavy,deep_contact,deep contact visit,10.57,0.784,0.859,0.047,0.937,0.42,-0.265,0.205,0.135,No capsule,Flower 11 :: Beetle
4414,68,Bumblebee,high_contact,deep_contact,deep contact visit,9.147,0.715,0.905,0.16,0.787,0.713,0.097,0.12,0.799,Capsule formed,Flower 68 :: Bumblebee
4415,44,Hoverfly,high_contact,shallow_entry,shallow entry visit,3.917,0.517,0.401,0.241,0.678,0.759,0.165,0.14,0.778,Capsule formed,Flower 44 :: Hoverfly
4416,76,Small native bee,mixed,shallow_entry,shallow entry visit,5.378,0.407,0.546,0.271,0.639,0.534,0.357,-0.097,0.379,Capsule formed,Flower 76 :: Small native bee
4417,62,Bumblebee,mixed,deep_contact,deep contact visit,9.41,0.765,0.842,0.103,0.862,0.613,-0.054,-0.064,0.488,Capsule formed,Flower 62 :: Bumblebee
4418,76,Hoverfly,mixed,shallow_entry,shallow entry visit,8.407,0.581,0.252,0.25,0.666,0.6,0.432,0.13,0.379,Capsule formed,Flower 76 :: Hoverfly
4419,80,Moth,mixed,shallow_entry,shallow entry visit,5.454,0.399,0.516,0.379,0.495,0.462,0.06,-0.602,0.353,No capsule,Flower 80 :: Moth
4420,5,Hoverfly,high_contact,shallow_entry,shallow entry visit,9.766,0.277,0.423,0.325,0.567,0.829,0.1,0.192,0.859,Capsule formed,Flower 5 :: Hoverfly
4421,24,Bumblebee,surface_heavy,surface_wander,surface wandering visit,7.772,0.189,0.113,0.529,0.294,0.386,-0.348,0.13,0.118,No capsule,Flower 24 :: Bumblebee
4422,73,Hoverfly,mixed,shallow_entry,shallow entry visit,6.276,0.412,0.49,0.422,0.437,0.679,0.043,0.145,0.509,Capsule formed,Flower 73 :: Hoverfly
4423,76,Small native bee,mixed,surface_wander,surface wandering visit,7.23,0.277,0.234,0.733,0.023,0.595,0.171,-0.301,0.379,Capsule formed,Flower 76 :: Small native bee
4424,19,Hoverfly,high_contact,deep_contact,deep contact visit,9.029,0.792,0.893,0.001,0.998,0.739,-0.01,0.09,0.866,Capsule formed,Flower 19 :: Hoverfly
4425,89,Bumblebee,mixed,surface_wander,surface wandering visit,17.669,0.159,0.032,0.403,0.462,0.416,-0.611,-0.051,0.547,No capsule,Flower 89 :: Bumblebee
4426,49,Beetle,surface_heavy,surface_wander,surface wandering visit,6.859,0.242,0.091,0.437,0.418,0.386,-0.281,-0.381,0.105,No capsule,Flower 49 :: Beetle
4427,54,Hoverfly,surface_heavy,surface_wander,surface wandering visit,9.065,0.128,0.252,0.433,0.422,0.78,0.056,0.36,0.1,No capsule,Flower 54 :: Hoverfly
4428,76,Beetle,mixed,deep_contact,deep contact visit,11.225,0.92,0.952,0.184,0.755,0.485,0.099,0.033,0.379,Capsule formed,Flower 76 :: Beetle
4429,53,Moth,high_contact,deep_contact,deep contact visit,15.63,0.733,0.86,0.093,0.876,0.591,-0.079,0.053,0.9,Capsule formed,Flower 53 :: Moth
4430,54,Small native bee,surface_heavy,brief_visit,brief visit,0.798,0.02,0.236,0.346,0.538,0.464,-0.101,0.307,0.1,No capsule,Flower 54 :: Small native bee
4431,5,Hoverfly,high_contact,deep_contact,deep contact visit,12.493,0.912,0.958,0.005,0.994,0.776,0.164,0.163,0.859,Capsule formed,Flower 5 :: Hoverfly
4432,81,Small native bee,high_contact,deep_contact,deep contact visit,12.424,0.81,0.898,0.117,0.844,0.551,-0.024,0.039,0.856,Capsule formed,Flower 81 :: Small native bee
4433,37,Beetle,brief_heavy,brief_visit,brief visit,1.36,0.314,0.16,0.742,0.011,0.513,-0.381,-0.257,0.087,No capsule,Flower 37 :: Beetle
4434,85,Small native bee,high_contact,deep_contact,deep contact visit,12.109,0.796,0.976,0.066,0.912,0.699,0.017,0.074,0.816,Capsule formed,Flower 85 :: Small native bee
4435,13,Hoverfly,mixed,shallow_entry,shallow entry visit,4.82,0.598,0.484,0.289,0.615,0.823,0.158,0.422,0.452,No capsule,Flower 13 :: Hoverfly
4436,81,Beetle,high_contact,surface_wander,surface wandering visit,9.097,0.127,0.164,0.664,0.114,0.216,-0.387,-0.196,0.856,Capsule formed,Flower 81 :: Beetle
4437,29,Hoverfly,surface_heavy,brief_visit,brief visit,1.106,0.35,0.249,0.688,0.082,0.486,0.127,-0.418,0.141,No capsule,Flower 29 :: Hoverfly
4438,56,Small native bee,high_contact,deep_contact,deep contact visit,10.295,0.757,0.815,0.107,0.857,0.621,0.043,-0.012,0.75,No capsule,Flower 56 :: Small native bee
4439,22,Small native bee,high_contact,shallow_entry,shallow entry visit,8.211,0.46,0.471,0.314,0.581,0.509,0.394,0.044,0.741,Capsule formed,Flower 22 :: Small native bee
4440,81,Small native bee,high_contact,deep_contact,deep contact visit,9.184,0.845,1.0,0.181,0.759,0.631,0.086,0.051,0.856,Capsule formed,Flower 81 :: Small native bee
4441,24,Small native bee,surface_heavy,surface_wander,surface wandering visit,6.52,0.311,0.152,0.774,0.0,0.428,-0.378,-0.087,0.118,No capsule,Flower 24 :: Small native bee
4442,58,Beetle,mixed,surface_wander,surface wandering visit,6.623,0.091,0.397,0.574,0.234,0.311,0.033,-0.444,0.458,No capsule,Flower 58 :: Beetle
4443,68,Beetle,high_contact,deep_contact,deep contact visit,10.686,0.752,0.866,0.046,0.938,0.408,0.046,0.084,0.799,Capsule formed,Flower 68 :: Beetle
4444,68,Small native bee,high_contact,deep_contact,deep contact visit,12.849,0.727,0.909,0.113,0.85,0.716,-0.008,0.053,0.799,Capsule formed,Flower 68 :: Small native bee
4445,2,Small native bee,surface_heavy,surface_wander,surface wandering visit,4.26,0.218,0.154,0.764,0.0,0.545,-0.31,0.351,0.136,Capsule formed,Flower 2 :: Small native bee
4446,14,Small native bee,surface_heavy,surface_wander,surface wandering visit,6.265,0.057,0.117,0.704,0.061,0.213,-0.224,-0.277,0.151,No capsule,Flower 14 :: Small native bee
4447,5,Moth,high_contact,deep_contact,deep contact visit,14.564,0.833,0.842,0.063,0.916,0.563,-0.01,0.05,0.859,Capsule formed,Flower 5 :: Moth
4448,60,Hoverfly,mixed,shallow_entry,shallow entry visit,3.909,0.444,0.347,0.229,0.694,0.635,0.135,-0.255,0.481,No capsule,Flower 60 :: Hoverfly
4449,67,Hoverfly,high_contact,shallow_entry,shallow entry visit,6.573,0.432,0.53,0.441,0.412,0.847,-0.136,-0.129,0.825,Capsule formed,Flower 67 :: Hoverfly
4450,48,Ant,brief_heavy,brief_visit,brief visit,1.479,0.107,0.184,0.56,0.254,0.445,-0.185,-0.762,0.059,No capsule,Flower 48 :: Ant
4451,80,Hoverfly,mixed,shallow_entry,shallow entry visit,6.01,0.61,0.202,0.041,0.945,0.608,-0.282,-0.13,0.353,No capsule,Flower 80 :: Hoverfly
4452,67,Bumblebee,high_contact,deep_contact,deep contact visit,12.579,0.808,0.823,0.114,0.848,0.578,-0.266,0.115,0.825,Capsule formed,Flower 67 :: Bumblebee
4453,2,Hoverfly,surface_heavy,shallow_entry,shallow entry visit,6.257,0.383,0.315,0.239,0.681,0.816,0.183,0.148,0.136,Capsule formed,Flower 2 :: Hoverfly
4454,69,Hoverfly,surface_heavy,surface_wander,surface wandering visit,10.675,0.177,0.256,0.665,0.113,0.584,-0.295,-0.464,0.167,Capsule formed,Flower 69 :: Hoverfly
4455,53,Beetle,high_contact,deep_contact,deep contact visit,12.973,0.917,0.834,0.025,0.966,0.467,0.013,0.141,0.9,Capsule formed,Flower 53 :: Beetle
4456,68,Bumblebee,high_contact,shallow_entry,shallow entry visit,4.264,0.409,0.482,0.5,0.333,0.522,-0.028,-0.096,0.799,Capsule formed,Flower 68 :: Bumblebee
4457,65,Bumblebee,brief_heavy,brief_visit,brief visit,2.638,0.192,0.091,0.377,0.498,0.435,0.354,0.45,0.131,No capsule,Flower 65 :: Bumblebee
4458,80,Beetle,mixed,shallow_entry,shallow entry visit,5.813,0.41,0.246,0.403,0.463,0.385,0.015,0.001,0.353,No capsule,Flower 80 :: Beetle
4459,48,Hoverfly,brief_heavy,surface_wander,surface wandering visit,2.107,0.073,0.147,0.281,0.625,0.58,-0.375,-0.218,0.059,No capsule,Flower 48 :: Hoverfly
4460,65,Moth,brief_heavy,shallow_entry,shallow entry visit,3.929,0.5,0.602,0.147,0.804,0.354,-0.156,-0.122,0.131,No capsule,Flower 65 :: Moth
4461,82,Small native bee,high_contact,surface_wander,surface wandering visit,8.964,0.164,0.239,0.657,0.125,0.636,0.224,-0.374,0.823,Capsule formed,Flower 82 :: Small native bee
4462,11,Bumblebee,brief_heavy,brief_visit,brief visit,2.555,0.329,0.157,0.493,0.343,0.663,-0.052,-0.012,0.135,No capsule,Flower 11 :: Bumblebee
4463,37,Bumblebee,brief_heavy,shallow_entry,shallow entry visit,6.623,0.531,0.42,0.138,0.816,0.731,-0.032,-0.155,0.087,No capsule,Flower 37 :: Bumblebee
4464,2,Hoverfly,surface_heavy,surface_wander,surface wandering visit,9.548,0.121,0.334,0.797,0.0,0.747,-0.781,0.216,0.136,Capsule formed,Flower 2 :: Hoverfly
4465,53,Bumblebee,high_contact,deep_contact,deep contact visit,11.506,0.847,0.795,0.001,0.999,0.508,0.286,-0.07,0.9,Capsule formed,Flower 53 :: Bumblebee
4466,81,Hoverfly,high_contact,deep_contact,deep contact visit,8.42,0.61,0.88,0.031,0.958,0.851,0.013,0.088,0.856,Capsule formed,Flower 81 :: Hoverfly
4467,84,Hoverfly,high_contact,deep_contact,deep contact visit,10.12,0.752,0.966,0.068,0.909,0.619,0.043,0.008,0.817,Capsule formed,Flower 84 :: Hoverfly
4468,37,Small native bee,brief_heavy,brief_visit,brief visit,1.612,0.262,0.217,0.119,0.841,0.523,-0.273,-0.515,0.087,No capsule,Flower 37 :: Small native bee
4469,7,Ant,surface_heavy,shallow_entry,shallow entry visit,4.25,0.446,0.46,0.212,0.718,0.791,0.495,-0.128,0.17,No capsule,Flower 7 :: Ant
4470,89,Hoverfly,mixed,deep_contact,deep contact visit,11.507,0.91,0.853,0.131,0.826,0.818,0.142,0.128,0.547,No capsule,Flower 89 :: Hoverfly
4471,68,Moth,high_contact,deep_contact,deep contact visit,11.797,0.772,0.79,0.111,0.852,0.593,0.03,0.175,0.799,Capsule formed,Flower 68 :: Moth
4472,58,Hoverfly,mixed,brief_visit,brief visit,2.005,0.229,0.267,0.161,0.785,0.705,0.517,-0.441,0.458,No capsule,Flower 58 :: Hoverfly
4473,7,Bumblebee,surface_heavy,surface_wander,surface wandering visit,6.186,0.203,0.178,0.886,0.0,0.635,-0.453,-0.288,0.17,No capsule,Flower 7 :: Bumblebee
4474,19,Hoverfly,high_contact,deep_contact,deep contact visit,11.275,0.905,0.846,0.061,0.918,0.745,0.176,0.053,0.866,Capsule formed,Flower 19 :: Hoverfly
4475,68,Small native bee,high_contact,shallow_entry,shallow entry visit,2.847,0.568,0.395,0.36,0.519,0.792,0.22,0.041,0.799,Capsule formed,Flower 68 :: Small native bee
4476,34,Ant,mixed,shallow_entry,shallow entry visit,8.099,0.414,0.62,0.326,0.566,0.769,0.06,-0.293,0.44,Capsule formed,Flower 34 :: Ant
4477,40,Small native bee,high_contact,brief_visit,brief visit,1.748,0.0,0.148,0.145,0.807,0.562,0.121,-0.075,0.832,Capsule formed,Flower 40 :: Small native bee
4478,80,Hoverfly,mixed,shallow_entry,shallow entry visit,6.279,0.35,0.549,0.169,0.774,0.762,0.319,-0.205,0.353,No capsule,Flower 80 :: Hoverfly
4479,8,Ant,high_contact,shallow_entry,shallow entry visit,4.603,0.276,0.468,0.03,0.961,0.555,0.355,-0.192,0.701,Capsule formed,Flower 8 :: Ant
4480,62,Hoverfly,mixed,shallow_entry,shallow entry visit,4.741,0.486,0.608,0.153,0.796,0.672,0.081,0.106,0.488,Capsule formed,Flower 62 :: Hoverfly
4481,61,Small native bee,mixed,shallow_entry,shallow entry visit,3.66,0.443,0.353,0.232,0.69,0.554,0.522,-0.11,0.545,Capsule formed,Flower 61 :: Small native bee
4482,69,Small native bee,surface_heavy,surface_wander,surface wandering visit,5.881,0.172,0.161,0.922,0.0,0.529,-0.282,0.318,0.167,Capsule formed,Flower 69 :: Small native bee
4483,57,Small native bee,mixed,brief_visit,brief visit,2.161,0.169,0.227,0.281,0.625,0.634,-0.101,0.402,0.423,No capsule,Flower 57 :: Small native bee
4484,58,Ant,mixed,shallow_entry,shallow entry visit,7.685,0.489,0.002,0.18,0.76,0.667,0.15,0.107,0.458,No capsule,Flower 58 :: Ant
4485,90,Ant,mixed,brief_visit,brief visit,2.048,0.302,0.169,0.465,0.38,0.531,0.342,-0.207,0.499,No capsule,Flower 90 :: Ant
4486,62,Beetle,mixed,shallow_entry,shallow entry visit,6.571,0.444,0.586,0.344,0.541,0.504,-0.038,-0.169,0.488,Capsule formed,Flower 62 :: Beetle
4487,37,Beetle,brief_heavy,brief_visit,brief visit,1.337,0.258,0.11,0.568,0.242,0.374,-0.081,-0.273,0.087,No capsule,Flower 37 :: Beetle
4488,2,Small native bee,surface_heavy,surface_wander,surface wandering visit,9.505,0.264,0.286,0.634,0.155,0.426,-0.633,0.012,0.136,Capsule formed,Flower 2 :: Small native bee
4489,13,Moth,mixed,surface_wander,surface wandering visit,3.407,0.232,0.24,0.605,0.193,0.239,-0.461,-0.407,0.452,No capsule,Flower 13 :: Moth
4490,76,Small native bee,mixed,shallow_entry,shallow entry visit,9.573,0.6,0.456,0.266,0.645,0.743,0.392,-0.153,0.379,Capsule formed,Flower 76 :: Small native bee
4491,73,Hoverfly,mixed,shallow_entry,shallow entry visit,5.402,0.41,0.447,0.294,0.608,0.864,-0.045,0.154,0.509,Capsule formed,Flower 73 :: Hoverfly
4492,88,Ant,surface_heavy,surface_wander,surface wandering visit,9.423,0.132,0.228,0.861,0.0,0.499,-0.506,0.33,0.146,No capsule,Flower 88 :: Ant
4493,89,Moth,mixed,shallow_entry,shallow entry visit,7.673,0.213,0.248,0.261,0.652,0.394,0.213,-0.533,0.547,No capsule,Flower 89 :: Moth
4494,44,Hoverfly,high_contact,shallow_entry,shallow entry visit,9.132,0.383,0.21,0.32,0.573,0.758,0.069,0.403,0.778,Capsule formed,Flower 44 :: Hoverfly
4495,81,Bumblebee,high_contact,shallow_entry,shallow entry visit,6.282,0.572,0.377,0.153,0.796,0.697,0.154,0.123,0.856,Capsule formed,Flower 81 :: Bumblebee
4496,85,Bumblebee,high_contact,deep_contact,deep contact visit,10.792,0.784,0.895,0.063,0.916,0.59,-0.031,0.134,0.816,Capsule formed,Flower 85 :: Bumblebee
4497,3,Moth,high_contact,shallow_entry,shallow entry visit,4.239,0.521,0.624,0.37,0.507,0.229,0.143,-0.046,0.873,Capsule formed,Flower 3 :: Moth
4498,61,Ant,mixed,shallow_entry,shallow entry visit,6.034,0.43,0.335,0.389,0.481,0.527,-0.06,-0.077,0.545,Capsule formed,Flower 61 :: Ant
4499,29,Moth,surface_heavy,deep_contact,deep contact visit,10.027,0.902,0.904,0.081,0.892,0.426,0.026,-0.11,0.141,No capsule,Flower 29 :: Moth
4500,78,Moth,brief_heavy,brief_visit,brief visit,1.786,0.119,0.105,0.317,0.577,0.475,0.126,-0.088,0.058,No capsule,Flower 78 :: Moth
4501,23,Moth,mixed,brief_visit,brief visit,1.067,0.24,0.05,0.336,0.552,0.386,-0.372,-0.68,0.387,No capsule,Flower 23 :: Moth
4502,68,Moth,high_contact,shallow_entry,shallow entry visit,6.415,0.329,0.242,0.398,0.469,0.504,-0.012,0.194,0.799,Capsule formed,Flower 68 :: Moth
4503,23,Hoverfly,mixed,shallow_entry,shallow entry visit,2.971,0.232,0.691,0.179,0.761,0.727,0.183,-0.024,0.387,No capsule,Flower 23 :: Hoverfly
4504,23,Bumblebee,mixed,shallow_entry,shallow entry visit,4.411,0.478,0.285,0.222,0.705,0.39,-0.235,-0.254,0.387,No capsule,Flower 23 :: Bumblebee
4505,77,Beetle,high_contact,shallow_entry,shallow entry visit,6.393,0.451,0.297,0.278,0.629,0.425,0.496,-0.082,0.869,Capsule formed,Flower 77 :: Beetle
4506,32,Beetle,brief_heavy,brief_visit,brief visit,1.807,0.11,0.23,0.836,0.0,0.371,-0.696,0.338,0.059,No capsule,Flower 32 :: Beetle
4507,9,Small native bee,high_contact,deep_contact,deep contact visit,14.477,0.902,0.925,0.114,0.847,0.721,0.06,0.057,0.819,No capsule,Flower 9 :: Small native bee
4508,87,Hoverfly,mixed,shallow_entry,shallow entry visit,5.843,0.382,0.396,0.27,0.641,0.542,0.284,0.043,0.497,Capsule formed,Flower 87 :: Hoverfly
4509,85,Small native bee,high_contact,deep_contact,deep contact visit,10.733,0.87,0.96,0.105,0.859,0.578,-0.012,0.156,0.816,Capsule formed,Flower 85 :: Small native bee
4510,62,Hoverfly,mixed,brief_visit,brief visit,2.478,0.381,0.052,0.95,0.0,0.772,0.945,-0.434,0.488,Capsule formed,Flower 62 :: Hoverfly
4511,53,Small native bee,high_contact,deep_contact,deep contact visit,12.786,0.869,0.915,0.084,0.888,0.599,0.061,0.033,0.9,Capsule formed,Flower 53 :: Small native bee
4512,1,Ant,high_contact,deep_contact,deep contact visit,9.85,0.837,0.784,0.089,0.881,0.802,-0.034,-0.004,0.823,Capsule formed,Flower 1 :: Ant
4513,5,Hoverfly,high_contact,deep_contact,deep contact visit,10.823,0.79,0.837,0.087,0.884,0.662,-0.068,0.193,0.859,Capsule formed,Flower 5 :: Hoverfly
4514,40,Ant,high_contact,deep_contact,deep contact visit,11.144,0.816,0.928,0.132,0.824,0.809,0.019,0.093,0.832,Capsule formed,Flower 40 :: Ant
4515,23,Small native bee,mixed,shallow_entry,shallow entry visit,5.565,0.401,0.36,0.357,0.524,0.419,0.161,-0.186,0.387,No capsule,Flower 23 :: Small native bee
4516,32,Ant,brief_heavy,brief_visit,brief visit,0.3,0.197,0.164,0.207,0.725,0.612,-0.437,-0.096,0.059,No capsule,Flower 32 :: Ant
4517,68,Hoverfly,high_contact,deep_contact,deep contact visit,12.318,0.764,0.841,0.077,0.897,0.819,0.056,0.1,0.799,Capsule formed,Flower 68 :: Hoverfly
4518,37,Small native bee,brief_heavy,brief_visit,brief visit,1.422,0.074,0.308,0.512,0.318,0.717,-0.099,0.788,0.087,No capsule,Flower 37 :: Small native bee
4519,62,Hoverfly,mixed,surface_wander,surface wandering visit,8.412,0.15,0.151,0.747,0.004,0.639,0.471,0.312,0.488,Capsule formed,Flower 62 :: Hoverfly
4520,23,Small native bee,mixed,shallow_entry,shallow entry visit,5.655,0.421,0.591,0.395,0.473,0.546,0.537,-0.083,0.387,No capsule,Flower 23 :: Small native bee
4521,53,Hoverfly,high_contact,deep_contact,deep contact visit,9.322,0.921,0.912,0.041,0.945,0.808,0.093,-0.103,0.9,Capsule formed,Flower 53 :: Hoverfly
4522,33,Small native bee,mixed,shallow_entry,shallow entry visit,7.864,0.175,0.392,0.408,0.455,0.559,0.234,0.241,0.588,No capsule,Flower 33 :: Small native bee
4523,6,Ant,high_contact,brief_visit,brief visit,0.647,0.229,0.22,0.453,0.396,0.729,0.1,-0.027,0.791,Capsule formed,Flower 6 :: Ant
4524,34,Small native bee,mixed,shallow_entry,shallow entry visit,8.063,0.521,0.367,0.308,0.59,0.48,-0.001,0.004,0.44,Capsule formed,Flower 34 :: Small native bee
4525,76,Small native bee,mixed,shallow_entry,shallow entry visit,6.875,0.616,0.706,0.156,0.792,0.474,0.091,0.128,0.379,Capsule formed,Flower 76 :: Small native bee
4526,76,Bumblebee,mixed,shallow_entry,shallow entry visit,6.863,0.222,0.442,0.146,0.805,0.575,0.046,0.134,0.379,Capsule formed,Flower 76 :: Bumblebee
4527,38,Small native bee,mixed,deep_contact,deep contact visit,10.16,0.872,0.915,0.105,0.859,0.577,-0.055,0.146,0.453,No capsule,Flower 38 :: Small native bee
4528,58,Hoverfly,mixed,shallow_entry,shallow entry visit,5.918,0.615,0.304,0.247,0.67,0.737,0.316,-0.095,0.458,No capsule,Flower 58 :: Hoverfly
4529,3,Hoverfly,high_contact,deep_contact,deep contact visit,9.279,0.841,0.936,0.114,0.847,0.894,-0.123,0.121,0.873,Capsule formed,Flower 3 :: Hoverfly
4530,68,Hoverfly,high_contact,deep_contact,deep contact visit,11.342,0.664,0.853,0.157,0.79,0.842,0.196,0.063,0.799,Capsule formed,Flower 68 :: Hoverfly
4531,48,Bumblebee,brief_heavy,brief_visit,brief visit,1.011,0.265,0.072,0.666,0.113,0.655,0.554,-0.332,0.059,No capsule,Flower 48 :: Bumblebee
4532,87,Hoverfly,mixed,shallow_entry,shallow entry visit,8.58,0.395,0.605,0.302,0.597,0.79,-0.12,-0.125,0.497,Capsule formed,Flower 87 :: Hoverfly
4533,73,Bumblebee,mixed,shallow_entry,shallow entry visit,7.014,0.423,0.387,0.119,0.841,0.439,0.057,-0.052,0.509,Capsule formed,Flower 73 :: Bumblebee
4534,3,Small native bee,high_contact,deep_contact,deep contact visit,15.149,0.847,0.868,0.129,0.829,0.665,0.083,0.11,0.873,Capsule formed,Flower 3 :: Small native bee
4535,40,Small native bee,high_contact,deep_contact,deep contact visit,7.149,0.865,0.719,0.107,0.857,0.565,0.139,0.092,0.832,Capsule formed,Flower 40 :: Small native bee
4536,51,Bumblebee,surface_heavy,deep_contact,deep contact visit,14.255,0.899,0.825,0.034,0.954,0.67,0.01,-0.018,0.173,No capsule,Flower 51 :: Bumblebee
4537,12,Bumblebee,high_contact,deep_contact,deep contact visit,11.392,0.879,0.862,0.112,0.851,0.72,0.002,0.142,0.726,No capsule,Flower 12 :: Bumblebee
4538,61,Beetle,mixed,shallow_entry,shallow entry visit,5.915,0.344,0.491,0.35,0.534,0.262,0.14,-0.251,0.545,Capsule formed,Flower 61 :: Beetle
4539,83,Small native bee,high_contact,shallow_entry,shallow entry visit,2.621,0.409,0.269,0.107,0.858,0.579,0.274,0.051,0.818,No capsule,Flower 83 :: Small native bee
4540,58,Moth,mixed,shallow_entry,shallow entry visit,5.454,0.459,0.363,0.228,0.696,0.394,0.21,0.102,0.458,No capsule,Flower 58 :: Moth
4541,40,Moth,high_contact,surface_wander,surface wandering visit,7.572,0.038,0.087,0.348,0.536,0.301,-0.04,-0.223,0.832,Capsule formed,Flower 40 :: Moth
4542,73,Bumblebee,mixed,deep_contact,deep contact visit,13.001,0.66,0.81,0.086,0.886,0.736,0.042,0.076,0.509,Capsule formed,Flower 73 :: Bumblebee
4543,19,Moth,high_contact,deep_contact,deep contact visit,11.59,0.827,0.817,0.111,0.852,0.642,-0.204,0.065,0.866,Capsule formed,Flower 19 :: Moth
4544,9,Bumblebee,high_contact,surface_wander,surface wandering visit,3.998,0.223,0.301,0.614,0.181,0.461,-0.092,-0.501,0.819,No capsule,Flower 9 :: Bumblebee
4545,68,Hoverfly,high_contact,shallow_entry,shallow entry visit,4.363,0.28,0.306,0.292,0.611,0.604,0.331,-0.104,0.799,Capsule formed,Flower 68 :: Hoverfly
4546,56,Bumblebee,high_contact,deep_contact,deep contact visit,13.198,0.706,0.812,0.081,0.891,0.658,0.098,0.026,0.75,No capsule,Flower 56 :: Bumblebee
4547,58,Moth,mixed,brief_visit,brief visit,2.467,0.026,0.155,0.25,0.667,0.387,-0.169,-0.058,0.458,No capsule,Flower 58 :: Moth
