NightID,Interval,TimeFraction,TemperatureC,NoiseLevel,CallActivity
Night_100,36,0.493,10.34,0.481,1
Night_100,37,0.507,10.63,0.527,0
Night_100,38,0.5211,10.5,0.505,0
Night_100,39,0.5352,10.47,0.457,0
Night_100,40,0.5493,10.2,0.459,1
Night_100,41,0.5634,9.86,0.427,0
Night_100,42,0.5775,10.13,0.434,0
Night_100,43,0.5915,9.94,0.365,0
Night_100,44,0.6056,10.06,0.268,0
Night_100,45,0.6197,10.18,0.141,0
Night_100,46,0.6338,10.32,0.036,0
Night_100,47,0.6479,9.89,0.043,1
Night_100,48,0.662,9.79,0.156,0
Night_100,49,0.6761,9.57,0.129,0
Night_100,50,0.6901,9.2,0.091,1
Night_100,51,0.7042,9.33,0.112,0
Night_100,52,0.7183,9.9,0.136,0
Night_100,53,0.7324,9.34,0.234,0
Night_100,54,0.7465,9.11,0.275,0
Night_100,55,0.7606,9.09,0.325,1
Night_100,56,0.7746,9.15,0.361,2
Night_100,57,0.7887,9.38,0.28,2
Night_100,58,0.8028,9.25,0.296,2
Night_100,59,0.8169,8.76,0.423,0
Night_100,60,0.831,8.69,0.351,1
Night_100,61,0.8451,9.0,0.303,1
Night_100,62,0.8592,8.59,0.236,0
Night_100,63,0.8732,8.32,0.261,0
Night_100,64,0.8873,8.26,0.243,0
Night_100,65,0.9014,8.43,0.167,1
Night_100,66,0.9155,7.82,0.168,1
Night_100,67,0.9296,7.87,0.192,1
Night_100,68,0.9437,8.2,0.179,1
Night_100,69,0.9577,8.48,0.068,0
Night_100,70,0.9718,8.3,0.065,0
Night_100,71,0.9859,8.03,0.142,0
Night_100,72,1.0,8.1,0.103,1
Night_101,1,0.0,14.44,0.432,0
Night_101,2,0.0141,14.86,0.413,0
Night_101,3,0.0282,14.42,0.443,0
Night_101,4,0.0423,14.34,0.378,0
Night_101,5,0.0563,14.29,0.242,0
Night_101,6,0.0704,13.92,0.189,0
Night_101,7,0.0845,14.29,0.201,0
Night_101,8,0.0986,13.92,0.293,0
Night_101,9,0.1127,14.28,0.239,0
Night_101,10,0.1268,14.06,0.198,1
Night_101,11,0.1408,14.11,0.223,0
Night_101,12,0.1549,13.65,0.313,0
Night_101,13,0.169,13.73,0.27,0
Night_101,14,0.1831,13.77,0.185,0
Night_101,15,0.1972,13.48,0.192,0
Night_101,16,0.2113,13.87,0.231,0
Night_101,17,0.2254,13.21,0.318,0
Night_101,18,0.2394,13.25,0.353,0
Night_101,19,0.2535,13.24,0.374,0
Night_101,20,0.2676,12.84,0.299,0
Night_101,21,0.2817,12.8,0.254,0
Night_101,22,0.2958,12.86,0.243,0
Night_101,23,0.3099,12.34,0.381,0
Night_101,24,0.3239,12.53,0.379,0
Night_101,25,0.338,12.04,0.34,0
Night_101,26,0.3521,12.6,0.369,0
Night_101,27,0.3662,12.57,0.291,0
Night_101,28,0.3803,11.94,0.265,0
Night_101,29,0.3944,12.42,0.27,0
Night_101,30,0.4085,11.96,0.29,0
Night_101,31,0.4225,12.02,0.293,0
Night_101,32,0.4366,11.8,0.317,0
Night_101,33,0.4507,11.59,0.301,0
Night_101,34,0.4648,11.49,0.339,0
Night_101,35,0.4789,11.59,0.344,0
Night_101,36,0.493,11.65,0.28,0
Night_101,37,0.507,11.72,0.266,0
Night_101,38,0.5211,10.95,0.295,0
Night_101,39,0.5352,10.91,0.354,0
Night_101,40,0.5493,11.14,0.351,0
Night_101,41,0.5634,10.71,0.353,0
Night_101,42,0.5775,10.87,0.311,0
Night_101,43,0.5915,10.73,0.396,0
Night_101,44,0.6056,10.46,0.365,0
Night_101,45,0.6197,10.59,0.41,0
Night_101,46,0.6338,10.51,0.411,0
Night_101,47,0.6479,10.27,0.477,0
Night_101,48,0.662,10.27,0.411,0
Night_101,49,0.6761,10.36,0.362,0
Night_101,50,0.6901,10.19,0.332,0
Night_101,51,0.7042,9.91,0.443,0
Night_101,52,0.7183,9.63,0.45,0
Night_101,53,0.7324,9.85,0.381,0
Night_101,54,0.7465,9.49,0.452,0
Night_101,55,0.7606,9.58,0.373,0
Night_101,56,0.7746,9.71,0.34,0
Night_101,57,0.7887,8.98,0.344,1
Night_101,58,0.8028,9.52,0.35,0
Night_101,59,0.8169,9.12,0.337,0
Night_101,60,0.831,9.02,0.398,0
Night_101,61,0.8451,9.03,0.377,0
Night_101,62,0.8592,9.18,0.405,0
Night_101,63,0.8732,8.64,0.408,1
Night_101,64,0.8873,8.61,0.387,0
Night_101,65,0.9014,8.75,0.484,0
Night_101,66,0.9155,8.33,0.403,1
Night_101,67,0.9296,8.45,0.441,1
Night_101,68,0.9437,8.23,0.414,0
Night_101,69,0.9577,7.98,0.52,0
Night_101,70,0.9718,7.98,0.497,0
Night_101,71,0.9859,8.35,0.525,0
Night_101,72,1.0,7.71,0.51,0
Night_102,1,0.0,12.46,0.215,0
Night_102,2,0.0141,12.37,0.283,0
Night_102,3,0.0282,12.34,0.322,0
Night_102,4,0.0423,12.18,0.331,0
Night_102,5,0.0563,12.29,0.323,0
Night_102,6,0.0704,11.96,0.374,1
Night_102,7,0.0845,11.63,0.411,0
Night_102,8,0.0986,11.97,0.363,0
Night_102,9,0.1127,11.71,0.345,0
Night_102,10,0.1268,11.61,0.341,0
Night_102,11,0.1408,11.65,0.322,0
Night_102,12,0.1549,11.72,0.315,0
Night_102,13,0.169,11.93,0.34,0
Night_102,14,0.1831,11.44,0.365,0
Night_102,15,0.1972,11.31,0.291,1
Night_102,16,0.2113,11.17,0.233,0
Night_102,17,0.2254,11.37,0.181,0
Night_102,18,0.2394,11.25,0.19,0
Night_102,19,0.2535,11.28,0.17,0
Night_102,20,0.2676,10.83,0.185,0
Night_102,21,0.2817,11.1,0.179,0
Night_102,22,0.2958,10.94,0.196,0
Night_102,23,0.3099,11.11,0.251,0
Night_102,24,0.3239,11.04,0.228,0
Night_102,25,0.338,11.42,0.301,0
Night_102,26,0.3521,10.98,0.332,1
Night_102,27,0.3662,10.45,0.253,0
Night_102,28,0.3803,10.64,0.393,0
Night_102,29,0.3944,10.98,0.358,0
Night_102,30,0.4085,10.47,0.379,0
Night_102,31,0.4225,10.38,0.348,0
Night_102,32,0.4366,10.74,0.32,0
Night_102,33,0.4507,10.23,0.302,0
Night_102,34,0.4648,10.31,0.359,0
Night_102,35,0.4789,10.41,0.327,0
Night_102,36,0.493,9.9,0.29,0
Night_102,37,0.507,10.01,0.318,1
Night_102,38,0.5211,10.01,0.351,0
Night_102,39,0.5352,10.07,0.263,0
Night_102,40,0.5493,10.12,0.174,0
Night_102,41,0.5634,9.57,0.143,0
Night_102,42,0.5775,9.75,0.257,1
Night_102,43,0.5915,9.66,0.302,1
Night_102,44,0.6056,9.58,0.251,0
Night_102,45,0.6197,9.92,0.287,0
Night_102,46,0.6338,9.55,0.181,0
Night_102,47,0.6479,9.5,0.25,0
Night_102,48,0.662,9.48,0.271,0
Night_102,49,0.6761,9.37,0.351,0
Night_102,50,0.6901,9.36,0.329,0
Night_102,51,0.7042,9.36,0.335,0
Night_102,52,0.7183,9.69,0.371,0
Night_102,53,0.7324,9.07,0.383,0
Night_102,54,0.7465,9.32,0.333,0
Night_102,55,0.7606,9.09,0.308,1
Night_102,56,0.7746,9.14,0.275,1
Night_102,57,0.7887,8.76,0.246,0
Night_102,58,0.8028,8.65,0.173,0
Night_102,59,0.8169,8.8,0.276,0
Night_102,60,0.831,8.77,0.18,0
Night_102,61,0.8451,8.64,0.19,0
Night_102,62,0.8592,8.5,0.217,0
Night_102,63,0.8732,8.86,0.184,0
Night_102,64,0.8873,8.58,0.274,1
Night_102,65,0.9014,8.5,0.341,0
Night_102,66,0.9155,8.25,0.38,1
Night_102,67,0.9296,8.58,0.326,0
Night_102,68,0.9437,8.64,0.283,0
Night_102,69,0.9577,8.14,0.306,0
Night_102,70,0.9718,8.3,0.335,0
Night_102,71,0.9859,8.22,0.306,1
Night_102,72,1.0,8.07,0.23,1
Night_103,1,0.0,13.09,0.377,0
Night_103,2,0.0141,12.96,0.356,0
Night_103,3,0.0282,12.83,0.365,0
Night_103,4,0.0423,12.59,0.337,1
Night_103,5,0.0563,12.67,0.342,0
Night_103,6,0.0704,12.7,0.374,0
Night_103,7,0.0845,12.82,0.411,0
Night_103,8,0.0986,12.78,0.479,0
Night_103,9,0.1127,12.53,0.485,0
Night_103,10,0.1268,12.36,0.528,0
Night_103,11,0.1408,12.32,0.53,0
Night_103,12,0.1549,12.26,0.519,0
Night_103,13,0.169,12.36,0.486,0
Night_103,14,0.1831,12.29,0.559,0
Night_103,15,0.1972,12.33,0.57,0
Night_103,16,0.2113,12.34,0.584,0
Night_103,17,0.2254,12.39,0.501,1
Night_103,18,0.2394,11.71,0.528,1
Night_103,19,0.2535,12.12,0.438,1
Night_103,20,0.2676,12.29,0.535,0
Night_103,21,0.2817,11.91,0.448,0
Night_103,22,0.2958,11.99,0.417,0
Night_103,23,0.3099,11.42,0.339,0
Night_103,24,0.3239,11.61,0.411,0
Night_103,25,0.338,11.77,0.434,0
Night_103,26,0.3521,11.46,0.365,0
Night_103,27,0.3662,11.58,0.39,0
Night_103,28,0.3803,11.53,0.478,0
Night_103,29,0.3944,11.4,0.468,1
Night_103,30,0.4085,11.3,0.504,0
Night_103,31,0.4225,11.43,0.464,0
Night_103,32,0.4366,11.17,0.454,0
Night_103,33,0.4507,11.24,0.402,0
Night_103,34,0.4648,11.08,0.387,0
Night_103,35,0.4789,11.05,0.478,0
Night_103,36,0.493,11.17,0.528,0
Night_103,37,0.507,10.72,0.593,0
Night_103,38,0.5211,11.08,0.613,0
Night_103,39,0.5352,11.03,0.521,0
Night_103,40,0.5493,10.78,0.514,0
Night_103,41,0.5634,10.74,0.543,0
Night_103,42,0.5775,10.5,0.495,0
Night_103,43,0.5915,10.72,0.424,0
Night_103,44,0.6056,10.68,0.466,0
Night_103,45,0.6197,10.59,0.465,0
Night_103,46,0.6338,10.69,0.395,0
Night_103,47,0.6479,10.35,0.379,0
Night_103,48,0.662,10.61,0.417,0
Night_103,49,0.6761,10.05,0.498,0
Night_103,50,0.6901,10.29,0.542,0
Night_103,51,0.7042,10.17,0.497,0
Night_103,52,0.7183,9.96,0.449,0
Night_103,53,0.7324,10.31,0.437,1
Night_103,54,0.7465,10.09,0.393,0
Night_103,55,0.7606,9.91,0.396,0
Night_103,56,0.7746,9.64,0.521,0
Night_103,57,0.7887,10.07,0.506,0
Night_103,58,0.8028,9.82,0.488,1
Night_103,59,0.8169,10.2,0.492,0
Night_103,60,0.831,9.67,0.407,1
Night_103,61,0.8451,9.77,0.356,0
Night_103,62,0.8592,9.52,0.312,0
Night_103,63,0.8732,9.89,0.35,0
Night_103,64,0.8873,9.86,0.421,0
Night_103,65,0.9014,10.19,0.376,2
Night_103,66,0.9155,9.84,0.35,1
Night_103,67,0.9296,9.86,0.391,1
Night_103,68,0.9437,9.6,0.273,0
Night_103,69,0.9577,9.93,0.304,0
Night_103,70,0.9718,9.94,0.258,0
Night_103,71,0.9859,10.18,0.134,0
Night_103,72,1.0,9.62,0.122,0
Night_104,1,0.0,12.26,0.135,0
Night_104,2,0.0141,12.37,0.227,1
Night_104,3,0.0282,11.87,0.25,2
Night_104,4,0.0423,12.17,0.153,0
Night_104,5,0.0563,11.93,0.208,2
Night_104,6,0.0704,11.82,0.192,1
Night_104,7,0.0845,11.59,0.169,0
Night_104,8,0.0986,11.32,0.207,0
Night_104,9,0.1127,11.58,0.175,0
Night_104,10,0.1268,11.31,0.154,0
Night_104,11,0.1408,11.17,0.153,0
Night_104,12,0.1549,11.3,0.083,1
Night_104,13,0.169,11.43,0.047,1
Night_104,14,0.1831,11.27,0.069,0
Night_104,15,0.1972,10.71,0.142,1
Night_104,16,0.2113,10.75,0.176,0
Night_104,17,0.2254,10.92,0.15,0
Night_104,18,0.2394,10.53,0.072,0
Night_104,19,0.2535,10.39,0.065,0
Night_104,20,0.2676,10.56,0.135,1
Night_104,21,0.2817,10.13,0.245,2
Night_104,22,0.2958,10.29,0.189,1
Night_104,23,0.3099,10.36,0.182,1
Night_104,24,0.3239,10.23,0.242,0
Night_104,25,0.338,10.34,0.245,0
Night_104,26,0.3521,9.78,0.072,0
Night_104,27,0.3662,10.21,0.074,0
Night_104,28,0.3803,9.94,0.17,0
Night_104,29,0.3944,9.71,0.157,0
Night_104,30,0.4085,9.86,0.188,0
Night_104,31,0.4225,9.42,0.248,0
Night_104,32,0.4366,9.18,0.226,0
Night_104,33,0.4507,9.14,0.224,0
Night_104,34,0.4648,9.05,0.234,0
Night_104,35,0.4789,8.86,0.165,2
Night_104,36,0.493,8.65,0.21,0
Night_104,37,0.507,8.93,0.184,0
Night_104,38,0.5211,9.26,0.175,0
Night_104,39,0.5352,8.6,0.168,0
Night_104,40,0.5493,8.86,0.283,0
Night_104,41,0.5634,8.82,0.303,1
Night_104,42,0.5775,8.45,0.312,0
Night_104,43,0.5915,8.18,0.341,1
Night_104,44,0.6056,8.17,0.284,0
Night_104,45,0.6197,7.83,0.266,0
Night_104,46,0.6338,8.08,0.308,0
Night_104,47,0.6479,8.26,0.217,0
Night_104,48,0.662,8.14,0.287,0
Night_104,49,0.6761,7.53,0.294,0
Night_104,50,0.6901,7.78,0.19,0
Night_104,51,0.7042,7.98,0.208,0
Night_104,52,0.7183,7.52,0.147,1
Night_104,53,0.7324,6.93,0.158,0
Night_104,54,0.7465,7.3,0.211,0
Night_104,55,0.7606,7.1,0.259,0
Night_104,56,0.7746,7.26,0.166,0
Night_104,57,0.7887,6.96,0.117,0
Night_104,58,0.8028,6.84,0.144,0
Night_104,59,0.8169,6.95,0.144,1
Night_104,60,0.831,6.64,0.194,2
Night_104,61,0.8451,6.8,0.097,0
Night_104,62,0.8592,6.38,0.143,1
Night_104,63,0.8732,6.24,0.167,0
Night_104,64,0.8873,6.8,0.104,0
Night_104,65,0.9014,6.36,0.084,0
Night_104,66,0.9155,6.12,0.189,0
Night_104,67,0.9296,6.43,0.243,0
Night_104,68,0.9437,5.75,0.355,0
Night_104,69,0.9577,6.03,0.325,0
Night_104,70,0.9718,6.21,0.426,0
Night_104,71,0.9859,5.8,0.294,0
Night_104,72,1.0,5.91,0.236,0
Night_105,1,0.0,12.32,0.363,0
Night_105,2,0.0141,11.61,0.401,0
Night_105,3,0.0282,12.23,0.474,0
Night_105,4,0.0423,11.86,0.458,0
Night_105,5,0.0563,11.61,0.421,0
Night_105,6,0.0704,11.59,0.29,0
Night_105,7,0.0845,11.82,0.269,0
Night_105,8,0.0986,11.49,0.29,0
Night_105,9,0.1127,11.45,0.33,0
Night_105,10,0.1268,11.49,0.286,0
Night_105,11,0.1408,11.2,0.313,0
Night_105,12,0.1549,11.11,0.394,0
Night_105,13,0.169,11.3,0.467,0
Night_105,14,0.1831,11.1,0.415,0
Night_105,15,0.1972,11.05,0.479,0
Night_105,16,0.2113,11.03,0.496,0
Night_105,17,0.2254,10.83,0.466,0
Night_105,18,0.2394,10.86,0.638,0
Night_105,19,0.2535,10.76,0.643,0
Night_105,20,0.2676,10.83,0.61,0
Night_105,21,0.2817,10.85,0.565,0
Night_105,22,0.2958,10.39,0.479,0
Night_105,23,0.3099,10.46,0.546,0
Night_105,24,0.3239,10.41,0.441,0
Night_105,25,0.338,10.25,0.449,0
Night_105,26,0.3521,10.36,0.445,0
Night_105,27,0.3662,10.29,0.362,0
Night_105,28,0.3803,10.19,0.328,0
Night_105,29,0.3944,9.99,0.286,0
Night_105,30,0.4085,10.09,0.299,0
Night_105,31,0.4225,10.14,0.3,0
Night_105,32,0.4366,10.04,0.292,0
Night_105,33,0.4507,9.69,0.275,0
Night_105,34,0.4648,9.85,0.276,0
Night_105,35,0.4789,9.61,0.293,0
Night_105,36,0.493,9.38,0.296,0
Night_105,37,0.507,9.59,0.315,0
Night_105,38,0.5211,9.32,0.274,0
Night_105,39,0.5352,9.34,0.281,0
Night_105,40,0.5493,9.0,0.354,0
Night_105,41,0.5634,9.13,0.445,0
Night_105,42,0.5775,9.01,0.425,0
Night_105,43,0.5915,9.49,0.456,0
Night_105,44,0.6056,9.25,0.432,0
Night_105,45,0.6197,9.26,0.311,0
Night_105,46,0.6338,9.15,0.325,0
Night_105,47,0.6479,9.1,0.257,0
Night_105,48,0.662,8.89,0.201,0
Night_105,49,0.6761,9.14,0.316,0
Night_105,50,0.6901,8.86,0.272,0
Night_105,51,0.7042,8.66,0.333,0
Night_105,52,0.7183,8.85,0.372,0
Night_105,53,0.7324,8.82,0.397,0
Night_105,54,0.7465,8.7,0.453,0
Night_105,55,0.7606,8.41,0.468,0
Night_105,56,0.7746,8.43,0.416,0
Night_105,57,0.7887,8.41,0.365,0
Night_105,58,0.8028,8.25,0.395,1
Night_105,59,0.8169,7.89,0.3,0
Night_105,60,0.831,8.09,0.314,0
Night_105,61,0.8451,8.1,0.317,0
Night_105,62,0.8592,8.19,0.357,0
Night_105,63,0.8732,8.09,0.383,0
Night_105,64,0.8873,8.17,0.403,0
Night_105,65,0.9014,8.08,0.301,0
Night_105,66,0.9155,8.39,0.203,0
Night_105,67,0.9296,8.66,0.264,0
Night_105,68,0.9437,8.41,0.238,0
Night_105,69,0.9577,8.25,0.32,0
Night_105,70,0.9718,8.32,0.306,0
Night_105,71,0.9859,8.09,0.394,0
Night_105,72,1.0,8.67,0.363,0
Night_106,1,0.0,13.42,0.389,0
Night_106,2,0.0141,13.51,0.436,0
Night_106,3,0.0282,13.07,0.442,0
Night_106,4,0.0423,12.87,0.408,2
Night_106,5,0.0563,13.26,0.459,1
Night_106,6,0.0704,12.75,0.461,1
Night_106,7,0.0845,12.93,0.442,1
Night_106,8,0.0986,12.69,0.553,0
Night_106,9,0.1127,12.89,0.429,1
Night_106,10,0.1268,12.74,0.448,3
Night_106,11,0.1408,12.57,0.411,3
Night_106,12,0.1549,12.64,0.398,2
Night_106,13,0.169,12.17,0.369,1
Night_106,14,0.1831,12.33,0.387,3
Night_106,15,0.1972,11.94,0.337,1
Night_106,16,0.2113,12.36,0.351,1
Night_106,17,0.2254,12.29,0.353,0
Night_106,18,0.2394,11.56,0.316,0
Night_106,19,0.2535,11.65,0.183,1
Night_106,20,0.2676,11.2,0.292,0
Night_106,21,0.2817,11.68,0.287,0
Night_106,22,0.2958,11.58,0.238,0
Night_106,23,0.3099,11.66,0.252,0
Night_106,24,0.3239,11.61,0.296,0
Night_106,25,0.338,11.09,0.274,0
Night_106,26,0.3521,11.19,0.258,0
Night_106,27,0.3662,11.07,0.162,0
Night_106,28,0.3803,10.46,0.181,1
Night_106,29,0.3944,11.23,0.261,0
Night_106,30,0.4085,10.7,0.254,0
Night_106,31,0.4225,10.71,0.31,0
Night_106,32,0.4366,10.61,0.39,0
Night_106,33,0.4507,10.59,0.448,1
Night_106,34,0.4648,10.35,0.486,0
Night_106,35,0.4789,10.47,0.618,0
Night_106,36,0.493,10.19,0.704,0
Night_106,37,0.507,10.29,0.635,0
Night_106,38,0.5211,10.03,0.667,1
Night_106,39,0.5352,9.64,0.782,1
Night_106,40,0.5493,9.92,0.797,0
Night_106,41,0.5634,9.53,0.753,0
Night_106,42,0.5775,9.83,0.797,0
Night_106,43,0.5915,9.69,0.809,0
Night_106,44,0.6056,9.74,0.87,0
Night_106,45,0.6197,9.14,0.927,2
Night_106,46,0.6338,9.29,0.993,0
Night_106,47,0.6479,8.94,0.92,0
Night_106,48,0.662,9.44,0.894,1
Night_106,49,0.6761,8.73,0.81,1
Night_106,50,0.6901,9.24,0.73,1
Night_106,51,0.7042,8.76,0.771,1
Night_106,52,0.7183,8.92,0.749,1
Night_106,53,0.7324,8.88,0.666,2
Night_106,54,0.7465,8.65,0.578,0
Night_106,55,0.7606,8.37,0.522,1
Night_106,56,0.7746,8.06,0.387,2
Night_106,57,0.7887,8.58,0.423,1
Night_106,58,0.8028,8.11,0.369,0
Night_106,59,0.8169,8.13,0.336,2
Night_106,60,0.831,8.25,0.362,2
Night_106,61,0.8451,8.1,0.371,3
Night_106,62,0.8592,8.1,0.394,2
Night_106,63,0.8732,8.5,0.401,1
Night_106,64,0.8873,8.1,0.404,1
Night_106,65,0.9014,8.02,0.407,1
Night_106,66,0.9155,8.21,0.292,1
Night_106,67,0.9296,8.26,0.417,1
Night_106,68,0.9437,8.15,0.358,1
Night_106,69,0.9577,8.33,0.271,0
Night_106,70,0.9718,8.05,0.254,0
Night_106,71,0.9859,8.08,0.272,0
Night_106,72,1.0,8.31,0.291,1
Night_107,1,0.0,11.8,0.292,0
Night_107,2,0.0141,11.68,0.273,1
Night_107,3,0.0282,11.7,0.325,0
Night_107,4,0.0423,11.6,0.405,1
Night_107,5,0.0563,11.45,0.391,2
Night_107,6,0.0704,11.3,0.349,1
Night_107,7,0.0845,10.76,0.352,0
Night_107,8,0.0986,10.9,0.282,1
Night_107,9,0.1127,10.92,0.28,0
Night_107,10,0.1268,10.97,0.243,1
Night_107,11,0.1408,10.74,0.307,1
Night_107,12,0.1549,10.12,0.385,2
Night_107,13,0.169,10.57,0.411,2
Night_107,14,0.1831,10.42,0.522,0
Night_107,15,0.1972,10.39,0.444,0
Night_107,16,0.2113,10.58,0.446,1
Night_107,17,0.2254,10.54,0.453,0
Night_107,18,0.2394,10.15,0.453,1
Night_107,19,0.2535,9.86,0.44,0
Night_107,20,0.2676,10.03,0.412,1
Night_107,21,0.2817,10.06,0.465,1
Night_107,22,0.2958,10.22,0.411,0
Night_107,23,0.3099,9.94,0.241,0
Night_107,24,0.3239,9.39,0.363,0
Night_107,25,0.338,9.33,0.307,0
Night_107,26,0.3521,9.47,0.281,0
Night_107,27,0.3662,9.3,0.206,0
Night_107,28,0.3803,9.3,0.262,0
Night_107,29,0.3944,9.44,0.218,2
Night_107,30,0.4085,8.94,0.178,0
Night_107,31,0.4225,9.41,0.165,0
Night_107,32,0.4366,8.99,0.218,0
Night_107,33,0.4507,8.99,0.159,0
Night_107,34,0.4648,8.93,0.191,0
Night_107,35,0.4789,8.72,0.238,1
Night_107,36,0.493,8.66,0.259,0
Night_107,37,0.507,8.85,0.26,0
Night_107,38,0.5211,8.61,0.3,2
Night_107,39,0.5352,8.1,0.297,0
Night_107,40,0.5493,8.38,0.312,0
Night_107,41,0.5634,8.49,0.344,0
Night_107,42,0.5775,8.44,0.298,1
Night_107,43,0.5915,7.98,0.398,0
Night_107,44,0.6056,7.7,0.462,1
Night_107,45,0.6197,7.62,0.424,2
Night_107,46,0.6338,7.56,0.476,1
Night_107,47,0.6479,7.62,0.466,0
Night_107,48,0.662,7.51,0.491,0
Night_107,49,0.6761,7.43,0.493,0
Night_107,50,0.6901,7.35,0.625,0
Night_107,51,0.7042,7.25,0.641,0
Night_107,52,0.7183,6.91,0.635,0
Night_107,53,0.7324,7.03,0.542,1
Night_107,54,0.7465,6.99,0.529,0
Night_107,55,0.7606,6.78,0.44,0
Night_107,56,0.7746,6.8,0.356,0
Night_107,57,0.7887,6.57,0.383,0
Night_107,58,0.8028,6.59,0.358,0
Night_107,59,0.8169,6.49,0.283,2
Night_107,60,0.831,6.53,0.348,3
Night_107,61,0.8451,6.25,0.226,1
Night_107,62,0.8592,6.42,0.176,0
Night_107,63,0.8732,6.89,0.168,2
Night_107,64,0.8873,6.62,0.128,0
Night_107,65,0.9014,6.47,0.148,1
Night_107,66,0.9155,6.36,0.153,3
Night_107,67,0.9296,6.65,0.09,2
Night_107,68,0.9437,6.28,0.122,0
Night_107,69,0.9577,6.01,0.163,0
Night_107,70,0.9718,6.18,0.206,0
Night_107,71,0.9859,6.29,0.179,0
Night_107,72,1.0,6.06,0.199,0
Night_108,1,0.0,12.67,0.129,0
Night_108,2,0.0141,12.73,0.161,0
Night_108,3,0.0282,13.11,0.188,0
Night_108,4,0.0423,12.43,0.212,1
Night_108,5,0.0563,12.23,0.171,0
Night_108,6,0.0704,12.27,0.139,0
Night_108,7,0.0845,12.48,0.075,0
Night_108,8,0.0986,12.0,0.162,1
Night_108,9,0.1127,11.86,0.223,0
Night_108,10,0.1268,12.1,0.157,0
Night_108,11,0.1408,12.01,0.184,0
Night_108,12,0.1549,11.55,0.257,1
Night_108,13,0.169,11.61,0.362,0
Night_108,14,0.1831,11.95,0.312,0
Night_108,15,0.1972,12.01,0.32,0
Night_108,16,0.2113,11.85,0.216,0
Night_108,17,0.2254,11.51,0.19,0
Night_108,18,0.2394,11.41,0.18,0
Night_108,19,0.2535,11.63,0.173,1
Night_108,20,0.2676,11.06,0.157,0
Night_108,21,0.2817,11.16,0.048,0
Night_108,22,0.2958,11.0,0.035,0
Night_108,23,0.3099,11.05,0.001,1
Night_108,24,0.3239,10.46,0.011,0
Night_108,25,0.338,11.01,0.0,0
Night_108,26,0.3521,10.94,0.095,0
Night_108,27,0.3662,10.5,0.101,0
Night_108,28,0.3803,10.28,0.025,0
Night_108,29,0.3944,10.73,0.177,0
Night_108,30,0.4085,10.41,0.158,0
Night_108,31,0.4225,10.28,0.158,0
Night_108,32,0.4366,10.29,0.061,1
Night_108,33,0.4507,10.4,0.123,1
Night_108,34,0.4648,10.31,0.181,0
Night_108,35,0.4789,10.2,0.197,0
Night_108,36,0.493,10.09,0.126,0
Night_108,37,0.507,9.52,0.156,0
Night_108,38,0.5211,10.01,0.125,0
Night_108,39,0.5352,9.79,0.118,0
Night_108,40,0.5493,9.8,0.185,0
Night_108,41,0.5634,9.55,0.142,1
Night_108,42,0.5775,9.6,0.123,1
Night_108,43,0.5915,9.34,0.146,0
Night_108,44,0.6056,9.23,0.222,0
Night_108,45,0.6197,9.28,0.21,0
Night_108,46,0.6338,8.89,0.268,0
Night_108,47,0.6479,9.12,0.328,0
Night_108,48,0.662,8.8,0.452,0
Night_108,49,0.6761,9.09,0.375,0
Night_108,50,0.6901,8.79,0.406,0
Night_108,51,0.7042,8.84,0.413,0
Night_108,52,0.7183,8.55,0.507,0
Night_108,53,0.7324,8.98,0.577,0
Night_108,54,0.7465,8.68,0.598,0
Night_108,55,0.7606,8.22,0.47,1
Night_108,56,0.7746,8.34,0.26,0
Night_108,57,0.7887,8.4,0.191,0
Night_108,58,0.8028,7.98,0.146,0
Night_108,59,0.8169,7.86,0.077,0
Night_108,60,0.831,7.98,0.081,0
Night_108,61,0.8451,7.72,0.082,0
Night_108,62,0.8592,7.92,0.092,0
Night_108,63,0.8732,7.96,0.146,0
Night_108,64,0.8873,7.73,0.182,0
Night_108,65,0.9014,8.09,0.163,1
Night_108,66,0.9155,7.55,0.136,1
Night_108,67,0.9296,7.58,0.136,0
Night_108,68,0.9437,7.9,0.046,0
Night_108,69,0.9577,7.16,0.057,1
Night_108,70,0.9718,7.46,0.09,1
Night_108,71,0.9859,7.68,0.232,0
Night_108,72,1.0,7.29,0.134,0
Night_109,1,0.0,13.24,0.345,1
Night_109,2,0.0141,13.23,0.355,0
Night_109,3,0.0282,12.94,0.336,0
Night_109,4,0.0423,13.14,0.283,0
Night_109,5,0.0563,12.92,0.252,0
Night_109,6,0.0704,13.44,0.209,1
Night_109,7,0.0845,13.01,0.349,3
Night_109,8,0.0986,13.28,0.335,2
Night_109,9,0.1127,12.89,0.405,1
Night_109,10,0.1268,13.17,0.463,2
Night_109,11,0.1408,12.73,0.421,0
Night_109,12,0.1549,12.92,0.372,0
Night_109,13,0.169,12.68,0.273,0
Night_109,14,0.1831,12.36,0.269,0
Night_109,15,0.1972,12.6,0.308,0
Night_109,16,0.2113,12.61,0.363,1
Night_109,17,0.2254,12.86,0.339,1
Night_109,18,0.2394,12.71,0.309,1
Night_109,19,0.2535,12.41,0.263,0
Night_109,20,0.2676,12.75,0.235,1
Night_109,21,0.2817,12.62,0.215,0
Night_109,22,0.2958,12.18,0.128,1
Night_109,23,0.3099,12.1,0.165,1
Night_109,24,0.3239,12.12,0.164,0
Night_109,25,0.338,12.22,0.191,0
